TIC,our_period,our_classification,score,discovery_category,confidence_95_lower,confidence_95_upper,fetherolf_period,fetherolf_period_error,fetherolf_type,match_type,fractional_diff,within_ci,harmonic_ratio
194487394,0.188882511237954,SHORT,44,published,0.188881425517322,0.188892001946426,0.188885,0.000536,Unknown,direct,1.3176243950236489e-05,True,
375092757,0.490578999018646,SHORT,38,cross_listed,0.489333620242306,0.489809003864667,0.490042,0.00344,Unknown,direct,0.0010946229245854882,False,
233079659,0.120918194572106,SHORT,35,published,0.120902235157877,0.120906611488993,0.120901,0.000204,Unknown,direct,0.0001422000400092489,False,
245860427,0.0626115501395939,ULTRA_SHORT,58,published,0.0626085338449234,0.0626113010661898,0.06261,5.8e-05,Unknown,direct,2.4758045287792223e-05,True,
406173242,0.230262551819438,SHORT,47,cross_listed,0.230183321139361,0.230268216563938,0.230228,0.000812,Unknown,direct,0.00015005401080200515,True,
202278022,0.103187053626718,SHORT,33,published,0.103137134255351,0.103139608457924,0.103136,0.000154,Unknown,direct,0.0004947677535466822,False,
300866996,0.354711465501564,SHORT,43,cross_listed,0.354551216989608,0.354663476087166,0.354645,0.00218,Unknown,direct,0.00018737906165521178,True,
260188633,0.0306329087807096,ULTRA_SHORT,53,cross_listed,0.0306315632237136,0.0306329173616466,0.04866,3.7e-05,Unknown,disagreement,0.588487738736798,False,
416947584,0.277506383923615,SHORT,40,published,0.277788567198279,0.277874408168041,0.277834,0.00118,Unknown,direct,0.0011805713142628745,True,
177313167,0.299880023995201,SHORT,42,cross_listed,0.299528849367809,0.299619948678242,0.299608,0.00133,Unknown,direct,0.0009071094218844686,True,
312471472,0.388181394626495,SHORT,50,published,0.387859620245907,0.388075913489778,0.775987,0.00962,Unknown,harmonic_2x,0.00048403820764202126,False,2.0
306773428,0.0253660620448888,ULTRA_SHORT,53,published,0.0253655352769312,0.0253663469156221,0.025364,9e-06,Unknown,direct,8.129148644157119e-05,False,
238072641,0.312476559569946,SHORT,33,cross_listed,0.312242997136839,0.312325391057304,1.4058,0.0278,Unknown,disagreement,3.498897459491902,False,
234305804,0.319063318964592,SHORT,41,published,0.319067420898296,0.319177819413354,0.319126,0.0014,Unknown,direct,0.00019645327959173754,True,
418257102,0.209426057813155,SHORT,40,published,0.209373294687631,0.209429450641454,0.209397,0.00069,Unknown,direct,0.00013874974995189705,True,
467182891,0.0592312614042987,ULTRA_SHORT,53,cross_listed,0.0592277076707638,0.0592310244754622,0.059229,5.1e-05,Unknown,direct,3.817923584754122e-05,True,
173771603,0.0991589637799024,ULTRA_SHORT,57,published,0.099158567137701,0.0991672939992027,0.099173,0.00016,Unknown,direct,0.0001415527105422085,False,
191926695,0.483742984323592,SHORT,34,published,0.483516500695847,0.483793590214747,0.96951,0.0132,Unknown,harmonic_2x,0.0020920524104821882,False,2.0
352693111,0.371562360636242,SHORT,33,published,0.371819664990503,0.371982337243113,0.371841,0.00219,Unknown,direct,0.0007499127825565193,True,
229676244,0.106023329798515,SHORT,34,published,0.105989391318337,0.105997910992775,0.106004,0.000176,Unknown,direct,0.00018231646328913304,False,
446157830,0.288768259508004,SHORT,50,cross_listed,0.288766339303977,0.288828779648823,0.288801,0.00129,Unknown,direct,0.00011337981553705895,True,
177286026,0.0710751556857281,ULTRA_SHORT,58,cross_listed,0.0710680487387153,0.0710706212905361,0.071094,7.3e-05,Unknown,direct,0.0002651322264453102,False,
401299019,0.153901066367993,SHORT,44,published,0.153895099211598,0.153905588945707,0.153901,0.000363,Unknown,direct,4.312380320452693e-07,True,
458481708,0.0331749465776515,ULTRA_SHORT,53,cross_listed,0.0331721600604761,0.03317428307872,0.027631,1.2e-05,Unknown,disagreement,0.16711244928985697,False,
418241480,0.0359583375293119,ULTRA_SHORT,57,published,0.0359579060258095,0.0359587690431707,0.035958,2e-05,Unknown,direct,9.386677335339937e-06,True,
349920226,0.0318557791570549,ULTRA_SHORT,53,published,0.0318579455406794,0.0318592200216345,0.031858,1.6e-05,Unknown,direct,6.971554310916913e-05,True,
441858208,0.0518063299272494,ULTRA_SHORT,53,published,0.0517961776733803,0.0517978349124234,0.051797,4.1e-05,Unknown,direct,0.00018009241848437278,True,
350332233,0.429836629406707,SHORT,44,published,0.430203169838218,0.430334105582283,0.430261,0.00323,Unknown,direct,0.0009872834566908035,True,
322312832,0.325159359958371,SHORT,33,published,0.325062944407428,0.325212826037059,0.324698,0.00166,Unknown,direct,0.0014188733746740506,False,
349195685,0.240915662650602,SHORT,43,cross_listed,0.240829925482387,0.240892584683275,0.24089,0.0008,Unknown,direct,0.00010652130425914608,True,
284348793,0.0295569936225511,ULTRA_SHORT,53,published,0.0295376285770645,0.0295388099593438,0.491778,0.0035,Unknown,disagreement,15.638295703551801,False,
389917444,0.437051932155971,SHORT,34,cross_listed,0.436999403784043,0.437088648336755,0.436697,0.00318,Unknown,direct,0.0008121052210434423,False,
207438428,0.0880881057268722,ULTRA_SHORT,55,published,0.088052866266408,0.0880645039677737,0.088058,0.000117,Unknown,direct,0.00034176835367024744,True,
323838188,0.438893766461809,SHORT,32,cross_listed,0.439413955112666,0.439669534932732,0.455676,0.00386,Unknown,direct,0.038237575515102144,False,
426960606,0.0315469954941879,ULTRA_SHORT,54,published,0.0315506554434183,0.0315509078850134,0.031551,1.5e-05,Unknown,direct,0.00012693778755698646,False,
229807000,0.374527244769327,SHORT,47,published,0.374470837777502,0.374491823085958,0.374472,0.00195,Unknown,direct,0.00014750534199713784,True,
368237682,0.137161828458541,SHORT,35,published,0.137220560032867,0.137248598760276,0.545722,0.00455,Unknown,disagreement,2.9786725369073936,False,
141826495,0.435225491903186,SHORT,33,cross_listed,0.43525326162362,0.435507968083407,0.419151,0.00298,Unknown,direct,0.03693370954190729,False,
27847920,0.483742984323592,SHORT,34,cross_listed,0.483014583763266,0.483418217477464,0.483388,0.00355,Unknown,direct,0.0007338283656730579,True,
185848237,0.313593605777906,SHORT,33,cross_listed,0.313350496265845,0.31340946861015,0.313615,0.00135,Unknown,direct,6.822276251740321e-05,False,
235982927,0.424579582130117,SHORT,32,cross_listed,0.423867216699207,0.424042055696824,0.423477,0.00286,Unknown,direct,0.0025968797759546836,False,
255744433,0.0511024553843334,ULTRA_SHORT,53,cross_listed,0.0511018210919634,0.0511046834122058,0.051103,4.5e-05,Unknown,direct,1.0657328742879835e-05,True,
256978045,0.193834819697557,SHORT,34,cross_listed,0.193906954527338,0.193920922309115,0.193972,0.000537,Unknown,direct,0.0007077175435097061,False,
272286042,0.032706122502388,ULTRA_SHORT,54,cross_listed,0.0327033753639147,0.0327036369762673,0.032704,1.9e-05,Unknown,direct,6.489617923529328e-05,False,
273322167,0.121786946802363,SHORT,36,cross_listed,0.121780580768621,0.12179812208382,0.767274,0.00875,Unknown,disagreement,5.3001333077603086,False,
300329283,0.0298157310873662,ULTRA_SHORT,53,cross_listed,0.0298151216135489,0.0298158372566196,0.029816,1.3e-05,Unknown,direct,9.0191527758152e-06,False,
286352720,0.164972609068708,SHORT,34,published,0.164932364766819,0.164940280127225,0.164937,0.000388,Unknown,direct,0.0002158483696719193,True,
350094542,0.157301912107179,SHORT,38,cross_listed,0.157296576378828,0.157326855490751,0.157302,0.000382,Unknown,direct,5.587524005025617e-07,True,
385206853,0.0388416652421874,ULTRA_SHORT,53,cross_listed,0.038842131357086,0.0388430636204453,0.038843,2.4e-05,Unknown,direct,3.436407281408918e-05,True,
302038263,0.386739904069318,SHORT,34,cross_listed,0.386792431538244,0.386944757023517,0.773674,0.009,Unknown,harmonic_2x,0.00025106261252152626,False,2.0
186367921,0.0587965467761285,ULTRA_SHORT,53,cross_listed,0.0588076028265809,0.0588128029637472,0.05881,4.8e-05,Unknown,direct,0.00022880976195294698,True,
47124170,0.131283155627922,SHORT,37,cross_listed,0.131256877477582,0.131274281317398,0.131265,0.000247,Unknown,direct,0.00013829365873462007,True,
149853293,0.106456833766344,SHORT,32,cross_listed,0.106467885355576,0.106484967659178,0.106476,0.000183,Unknown,direct,0.00018003760752517974,True,
232625701,0.0639601832186085,ULTRA_SHORT,57,cross_listed,0.0639627289871584,0.0639701627635905,0.53792,0.00441,Unknown,disagreement,7.410232318463687,False,
358615125,0.0579782422119645,ULTRA_SHORT,54,cross_listed,0.0579798656806729,0.0579824286279652,0.057978,4.8e-05,Unknown,direct,4.1776355277125845e-06,False,
459867146,0.0559234813737554,ULTRA_SHORT,53,cross_listed,0.0559145236887991,0.0559183591531822,0.123284,0.000233,Unknown,disagreement,1.2045122544508924,False,
312662432,0.0443118761855798,ULTRA_SHORT,53,cross_listed,0.0443194992919201,0.0443209178336508,0.04432,3e-05,Unknown,direct,0.00018333266653332118,True,
387359292,0.0464254536674158,ULTRA_SHORT,52,cross_listed,0.0464152421099205,0.0464185835796443,0.046417,3.2e-05,Unknown,direct,0.00018209121824338834,True,
219698333,0.167358553732842,SHORT,33,cross_listed,0.167424151830165,0.167434235520934,0.167426,0.000403,Unknown,direct,0.0004030046009220112,True,
258463338,0.0404875678302422,ULTRA_SHORT,53,cross_listed,0.0404828717232001,0.0404848148077748,0.040483,2.6e-05,Unknown,direct,0.00011282056411384049,True,
263933577,0.479290508149569,SHORT,33,cross_listed,0.517329135262413,0.517548566894195,0.517461,0.00385,Unknown,disagreement,0.07963957391478191,True,
89463560,0.392571069577509,SHORT,45,cross_listed,0.393080433396663,0.393168776712294,0.393078,0.00231,Unknown,direct,0.0012913086617324335,False,
34035685,0.144588419043212,SHORT,38,cross_listed,0.144555459739205,0.144582057305455,0.144569,0.000281,Unknown,direct,0.00013430566113463368,True,
317275630,0.0451572690646962,ULTRA_SHORT,53,cross_listed,0.0451493135972515,0.04515130897271,0.045152,3e-05,Unknown,direct,0.00011668253650709166,False,
189585096,0.143000171634533,SHORT,48,published,0.142898997121081,0.142908136953641,0.142904,0.000295,Unknown,direct,0.0006725281056219608,True,
407577880,0.0473542617888335,ULTRA_SHORT,53,cross_listed,0.047357482162028,0.0473597556303635,0.047359,3.2e-05,Unknown,direct,0.00010005881176286118,True,
346073081,0.347974383962133,SHORT,75,cross_listed,0.347901949333141,0.347959073456691,0.347934,0.00184,Unknown,direct,0.00011605441088260168,True,
141903541,0.188995541033405,SHORT,36,cross_listed,0.188977374414426,0.188997831419027,0.188988,0.000512,Unknown,direct,3.990058899679494e-05,True,
376667947,0.472774000726897,SHORT,45,cross_listed,0.47362701071215,0.473784882516802,0.473633,0.00334,Unknown,direct,0.0018169342471927126,True,
444986428,0.0513212738435004,ULTRA_SHORT,53,cross_listed,0.0513161421266534,0.0513173736450994,0.051317,3.7e-05,Unknown,direct,8.327625525105347e-05,True,
32152605,0.265480616038237,SHORT,32,cross_listed,0.265475200252784,0.265598544150402,0.583484,0.00456,Unknown,disagreement,1.197840312062411,False,
56157260,0.0607161075618821,ULTRA_SHORT,53,cross_listed,0.0607204673796055,0.0607284964229296,0.060725,5.3e-05,Unknown,direct,0.00014645929185819952,True,
31153716,0.0411108735341042,ULTRA_SHORT,52,cross_listed,0.0411047899035258,0.0411064339504459,0.041106,2.4e-05,Unknown,direct,0.00011854610922236685,True,
289670788,0.488278960734518,SHORT,34,cross_listed,0.488749929617308,0.489059711303928,0.977736,0.0143,Unknown,harmonic_2x,0.0012063580716153465,False,2.0
357508000,0.0591391348449662,ULTRA_SHORT,53,cross_listed,0.0591358136726771,0.0591412671092335,0.059139,5.2e-05,Unknown,direct,2.2801308567250616e-06,True,
350712873,0.122110647834624,SHORT,41,cross_listed,0.122107515721649,0.122133444773723,0.122112,0.000231,Unknown,direct,1.1073279848878912e-05,True,
321426318,0.308770846201359,SHORT,41,cross_listed,0.308390839413813,0.308435323550865,0.308413,0.00135,Unknown,direct,0.0011589377875578886,True,
145713666,0.0301901980141908,ULTRA_SHORT,53,cross_listed,0.030190136595112,0.0301912294219302,0.030191,1.3e-05,Unknown,direct,2.65644434933104e-05,True,
269742895,0.081210067081344,ULTRA_SHORT,54,cross_listed,0.0812091010830791,0.0812104003247571,0.08121,9.2e-05,Unknown,direct,8.260225167192294e-07,True,
333730653,0.276768907097774,SHORT,42,cross_listed,0.277021500358091,0.277061545359175,0.277042,0.00107,Unknown,direct,0.0009867181436298967,True,
270494308,0.196023841267352,SHORT,33,cross_listed,0.196139605431478,0.196221675920843,0.88849,0.0117,Unknown,disagreement,3.532560908181626,False,
233835247,0.483742984323592,SHORT,43,cross_listed,0.48333407628766,0.48373737288872,0.483532,0.00362,Unknown,direct,0.00043614962992584026,True,
352412700,0.0623145770486899,ULTRA_SHORT,57,cross_listed,0.0623292870546349,0.0623352727731651,0.062332,6.4e-05,Unknown,direct,0.00027959671934357685,True,
14878438,0.0505981902467661,ULTRA_SHORT,58,published,0.0505967735087731,0.0505992022510512,0.050598,3.6e-05,Unknown,direct,3.7599519899201143e-06,True,
86267301,0.433414253511358,SHORT,33,cross_listed,0.432860094941542,0.433139118151339,0.440328,0.00237,Unknown,direct,0.01595182076415222,False,
229588059,0.400112053785817,SHORT,47,published,0.400453086480505,0.400485313563254,0.400633,0.00232,Unknown,direct,0.0013020008001605801,False,
28763683,0.446419003393463,SHORT,58,published,0.445803603819181,0.445892839319784,0.445915,0.00317,Unknown,direct,0.0011289917983594406,False,
112923257,0.236002266074969,SHORT,33,published,0.235850375395401,0.235867347253964,0.23586,0.000858,Unknown,direct,0.0006028165633113568,True,
196604413,0.0880881057268722,ULTRA_SHORT,52,cross_listed,0.0846609451914224,0.0880962459884315,0.088087,0.000113,Unknown,direct,1.2552510501599399e-05,True,
369521705,0.0308919677176157,ULTRA_SHORT,53,cross_listed,0.0308911027494393,0.0308924681861027,0.038945,2.3e-05,Unknown,disagreement,0.26068369473894587,False,
452845635,0.214604619215249,SHORT,43,cross_listed,0.214610628433029,0.214689638012277,0.214651,0.000721,Unknown,direct,0.00021612202440283396,True,
44147832,0.398580768617445,SHORT,41,published,0.398965378934945,0.399151407290381,0.399056,0.00248,Unknown,direct,0.001192308861773338,True,
270474668,0.446135717547062,SHORT,47,cross_listed,0.446283241323332,0.446561995411364,0.446254,0.00307,Unknown,direct,0.0002651266157041385,False,
73460746,0.0811552323127374,ULTRA_SHORT,56,cross_listed,0.0811565146126096,0.081165637956932,0.081161,0.000102,Unknown,direct,7.106981396309248e-05,True,
257047932,0.0327369648072717,ULTRA_SHORT,53,cross_listed,0.0327384053259164,0.0327393286345982,0.032739,1.6e-05,Unknown,direct,6.216803360597395e-05,True,
31223684,0.495244699821676,SHORT,33,cross_listed,0.508529797965695,0.508759661776342,0.508714,0.00395,Unknown,direct,0.027197262652530977,True,
294329266,0.370241445711746,SHORT,45,cross_listed,0.370551084414333,0.37064337945479,0.370471,0.00211,Unknown,direct,0.0006200124024815903,False,
104319359,0.0707853076944861,ULTRA_SHORT,53,cross_listed,0.0708059834551703,0.0708105167426275,0.070808,7.9e-05,Unknown,direct,0.00032057931586365504,True,
445344215,0.428069874978592,SHORT,49,published,0.427994460853137,0.428280764672266,0.428118,0.00292,Unknown,direct,0.00011242328465744808,True,
384534266,0.493218025493262,SHORT,33,cross_listed,0.493888506516219,0.493930179600739,0.493898,0.00367,Unknown,direct,0.0013786489373699945,True,
274393297,0.411169600263201,SHORT,44,published,0.410950477322229,0.411197562256674,0.411202,0.00263,Unknown,direct,7.879895979247251e-05,False,
269462345,0.114535123493562,SHORT,33,cross_listed,0.114577701426288,0.114593338073595,0.114587,0.000203,Unknown,direct,0.00045293098619578464,True,
230115444,0.389356017530805,SHORT,37,cross_listed,0.390195485786364,0.39042398312252,0.390469,0.00221,Unknown,direct,0.002858521299486386,False,
399618982,0.470627000564865,SHORT,32,cross_listed,0.524754992135093,0.525867546293126,0.525372,0.00738,Unknown,disagreement,0.11632354150830243,True,
259100107,0.486000388878087,SHORT,52,cross_listed,0.484825052486839,0.485077656331471,0.484859,0.00341,Unknown,direct,0.002348534906981998,True,
400352342,0.0479207806898138,ULTRA_SHORT,57,cross_listed,0.047909655845994,0.0479133060645753,0.047916,3.8e-05,Unknown,direct,9.976235246967499e-05,False,
386024312,0.438893766461809,SHORT,35,cross_listed,0.437874112473175,0.438140938210659,0.39502,0.00241,Unknown,disagreement,0.09996443288657816,False,
306955329,0.189946044532259,SHORT,38,cross_listed,0.189838973209942,0.189923291269931,0.189916,0.000585,Unknown,direct,0.00015817403480540072,True,
410863165,0.49290080851903,SHORT,33,cross_listed,0.492128839852045,0.492367071938317,0.492251,0.0038,Unknown,direct,0.0013183352670538928,True,
393490554,0.42285569277618,SHORT,36,cross_listed,0.422011231580613,0.422372573371104,0.422174,0.00324,Unknown,direct,0.0016121168233647137,True,
46903632,0.0504511232666572,ULTRA_SHORT,53,cross_listed,0.0504497106465067,0.0504535551774603,0.050451,3.7e-05,Unknown,direct,2.443288656676912e-06,True,
176400189,0.0296602627238314,ULTRA_SHORT,53,published,0.0296575341761163,0.0296584831792498,0.029658,1.3e-05,Unknown,direct,7.628805760990172e-05,True,
340356526,0.388181394626495,SHORT,33,new_variable,0.388756688285907,0.388892771735952,0.388817,0.00239,Unknown,direct,0.001637392678535297,True,
413171931,0.355093052990482,SHORT,47,cross_listed,0.355090141198755,0.355338170622621,0.355216,0.00194,Unknown,direct,0.00034623884776838307,True,
35394022,0.309681352558819,SHORT,34,cross_listed,0.309595881811154,0.30971539849362,0.30969,0.0014,Unknown,direct,2.7923674155893728e-05,True,
86265580,0.299019021414045,SHORT,45,cross_listed,0.298702271209699,0.298770499147173,0.298738,0.00128,Unknown,direct,0.0009398111622333509,True,
302514873,0.438893766461809,SHORT,40,cross_listed,0.439343575417519,0.439590179158913,0.878471,0.0107,Unknown,harmonic_2x,0.0007786247249440918,False,2.0
140598047,0.0663648673764703,ULTRA_SHORT,53,cross_listed,0.0663813169968742,0.0663866559137718,0.066388,8e-05,Unknown,direct,0.00034856731346246636,False,
149154927,0.0543974795797171,ULTRA_SHORT,53,cross_listed,0.0543980603319714,0.0544008997872207,0.054396,4.1e-05,Unknown,direct,2.7199416747445623e-05,False,
150165657,0.0460142986699315,ULTRA_SHORT,53,cross_listed,0.04601281375134,0.0460157586656573,0.046014,3e-05,Unknown,direct,6.490806991198882e-06,True,
177115492,0.0545344139731564,ULTRA_SHORT,54,cross_listed,0.0545326645119564,0.0545361539883373,0.054534,4.6e-05,Unknown,direct,7.591044374368367e-06,True,
75636605,0.0455323799981783,ULTRA_SHORT,53,cross_listed,0.0455218096233027,0.0455238213485918,0.045522,3.2e-05,Unknown,direct,0.00022796959391793392,True,
144282456,0.299880023995201,SHORT,44,cross_listed,0.299531362516003,0.299554162464817,0.299544,0.00125,Unknown,direct,0.0011205281056212441,True,
131431998,0.470627000564865,SHORT,39,cross_listed,0.470145280143885,0.470563661797168,0.97131,0.0124,Unknown,harmonic_2x,0.03193186837367555,False,2.0
49217799,0.0927148633109537,ULTRA_SHORT,62,cross_listed,0.0927063341576281,0.0927085590028553,0.092708,0.00013,Unknown,direct,7.40260052013927e-05,True,
154070829,0.486000388878087,SHORT,33,cross_listed,0.484689664879554,0.485024887438052,0.968284,0.012,Unknown,harmonic_2x,0.003823842368474229,False,2.0
334255247,0.107778879737829,SHORT,33,cross_listed,0.107732769190405,0.107740566433015,0.107736,0.000172,Unknown,direct,0.00039784916983092057,True,
342201547,0.470627000564865,SHORT,42,published,0.470628506726393,0.471062459441652,0.470847,0.0036,Unknown,direct,0.00046746029205922717,True,
357568386,0.0205415540724126,ULTRA_SHORT,53,cross_listed,0.0205413066723565,0.0205416353595582,0.020542,6e-06,Unknown,direct,2.170856137899658e-05,False,
366503571,0.456196386201862,SHORT,34,cross_listed,0.456490371881067,0.456658716762507,0.451851,0.00346,Unknown,direct,0.009525253450690843,False,
139871765,0.0473327399776545,ULTRA_SHORT,54,published,0.0473274297345887,0.0473323707785339,1.61393,0.0368,Unknown,disagreement,33.09754011202239,False,
371738956,0.134331165690332,SHORT,33,cross_listed,0.13436932734253,0.134374703965182,0.134373,0.000283,Unknown,direct,0.0003114266853340865,True,
355361457,0.450279228967754,SHORT,33,cross_listed,0.449570601620097,0.449604808266939,0.449593,0.00314,Unknown,direct,0.001524007601521282,True,
238612881,0.0933799080957896,ULTRA_SHORT,54,published,0.0934120237933751,0.0934206403096089,0.093413,0.000124,Unknown,direct,0.0003543792758550815,True,
157533670,0.301616990466996,SHORT,35,published,0.301817340829667,0.301925201954561,0.301868,0.00145,Unknown,direct,0.0008322128425701697,True,
125442121,0.431618027974443,SHORT,34,cross_listed,0.430940059760281,0.431186918677838,0.431186,0.00294,Unknown,direct,0.0010009497899576927,True,
140804999,0.472763381880083,SHORT,33,published,0.472455146008253,0.472571041807749,0.472465,0.00332,Unknown,direct,0.0006311442288452242,True,
424008045,0.295623891188646,SHORT,55,published,0.295887828410332,0.296038649750405,0.591887,0.00541,Unknown,harmonic_2x,0.0010811332266445924,False,2.0
149039372,0.162908166590628,SHORT,34,published,0.16291465072601,0.162924459362419,0.162849,0.000388,Unknown,direct,0.00036318983796986584,False,
176607817,0.0450595806817977,ULTRA_SHORT,58,cross_listed,0.0450640871806457,0.0450658900325893,0.045065,2.9e-05,Unknown,direct,0.00012027005401081192,True,
131102190,0.0235875319674993,ULTRA_SHORT,53,cross_listed,0.0235863054550854,0.0235868715218878,0.023587,8e-06,Unknown,direct,2.255291058148607e-05,False,
146328742,0.497610989448537,SHORT,41,published,0.51082286997683,0.510957570316715,0.51088,0.00357,Unknown,direct,0.026665429085816632,True,
294157254,0.0481868481425074,ULTRA_SHORT,53,published,0.048187040894526,0.0481899419994301,0.048185,3.3e-05,Unknown,direct,3.835367073469446e-05,False,
355379702,0.0314517245284443,ULTRA_SHORT,58,cross_listed,0.0314546184112158,0.0314551217495377,0.031455,1.5e-05,Unknown,direct,0.00010414282856674609,True,
178782846,0.0431908900831159,ULTRA_SHORT,52,published,0.0431855349696774,0.0431876077592797,0.043186,3e-05,Unknown,direct,0.00011322024404882968,True,
405464399,0.0612877914817448,ULTRA_SHORT,56,published,0.0612821534108696,0.0612841143613407,0.061283,5.5e-05,Unknown,direct,7.818003600648607e-05,True,
5092088,0.495244699821676,SHORT,36,published,0.49486661416674,0.495391834336888,0.495157,0.00369,Unknown,direct,0.0001770838167628648,True,
271058763,0.18554673001262,SHORT,33,published,0.185489598073774,0.185502245687377,0.185493,0.00053,Unknown,direct,0.0002895767153447733,True,
123480394,0.306950755249908,SHORT,38,published,0.306595036578983,0.306674742461437,0.306643,0.00148,Unknown,direct,0.0010026209241851868,True,
22123033,0.481506453477172,SHORT,33,published,0.482391370399021,0.482674549248268,0.482538,0.00352,Unknown,direct,0.0021423316663333205,True,
334695191,0.0321607328967177,ULTRA_SHORT,53,published,0.0321564881553863,0.0321580315680394,0.032157,1.6e-05,Unknown,direct,0.0001160700140039538,True,
260352702,0.5,SHORT,43,cross_listed,0.500891404203038,0.5012330579838,1.00261,0.0155,Unknown,harmonic_2x,0.002610000000000001,False,2.0
405034090,0.365050387030816,SHORT,53,published,0.364736707189037,0.364761563054527,0.364749,0.00205,Unknown,direct,0.0008256039207830258,True,
65472324,0.211553110452814,SHORT,33,published,0.211662245702923,0.211696219959697,0.211679,0.000621,Unknown,direct,0.0005950730146039993,True,
157249586,0.148294274695936,SHORT,34,published,0.148175080286917,0.148211304350718,0.148195,0.000384,Unknown,direct,0.0006694438887783588,True,
25833088,0.460228318909961,SHORT,33,cross_listed,0.460717519446807,0.461145463468594,0.460884,0.00306,Unknown,direct,0.0014246865373081761,True,
110340485,0.38247895944912,SHORT,34,published,0.381741420274367,0.381837535933872,0.381787,0.00225,Unknown,direct,0.0018091438287655348,True,
174793510,0.0643554159478874,ULTRA_SHORT,55,published,0.0643587626704807,0.0643639121542159,0.064361,6.2e-05,Unknown,direct,8.676895379118821e-05,True,
22766740,0.332424524537837,SHORT,35,published,0.332799863736261,0.332954799004124,7.941,1.12,Unknown,disagreement,22.888129225845205,False,
262705230,0.0783795926484233,ULTRA_SHORT,53,cross_listed,0.0784702552490449,0.0784825152980716,0.078476,9.1e-05,Unknown,direct,0.0012300057747065152,True,
467023914,0.148505733468005,SHORT,38,published,0.148574078911213,0.148578270832946,0.148634,0.000338,Unknown,direct,0.0008637143428716586,False,
275911914,0.192758540911545,SHORT,40,published,0.19280169079602,0.192839612318308,0.192817,0.000553,Unknown,direct,0.00030327625524932027,True,
160164102,0.0319707578560641,ULTRA_SHORT,53,cross_listed,0.0319704516205494,0.0319707073698404,0.03197,1.5e-05,Unknown,direct,2.3704663727727966e-05,False,
407514449,0.076281014435255,ULTRA_SHORT,60,cross_listed,0.0762657457288029,0.0762715565730827,0.076267,8.8e-05,Unknown,direct,0.00018372114422914978,True,
354119540,0.440881828352692,SHORT,38,cross_listed,0.440856733542484,0.441061792199417,0.881436,0.0112,Unknown,harmonic_2x,0.00037159243624112706,False,2.0
167654878,0.247206013252893,SHORT,45,new_variable,0.246950167762182,0.246958062399227,0.246953,0.000907,Unknown,direct,0.0010234914983000309,True,
318068449,0.0549497658671708,ULTRA_SHORT,53,cross_listed,0.0549473481354982,0.0549508649064498,0.054949,4.5e-05,Unknown,direct,1.3937587516779546e-05,True,
156169159,0.372892734596449,SHORT,33,cross_listed,0.37257231599632,0.372655720817734,0.372609,0.00195,Unknown,direct,0.0007609013802750643,True,
278659026,0.0464254536674158,ULTRA_SHORT,55,cross_listed,0.0464308397525488,0.0464326973130696,0.046431,3e-05,Unknown,direct,0.00011946749349896287,True,
47428257,0.442624402337524,SHORT,36,cross_listed,0.442558902309982,0.442909819161623,0.888889,0.0123,Unknown,harmonic_2x,0.004112059011803241,False,2.0
336823975,0.365050387030816,SHORT,33,cross_listed,0.364484477165646,0.364752961569795,0.364621,0.00221,Unknown,direct,0.0011762404480885338,True,
150357935,0.0339607854714015,ULTRA_SHORT,52,cross_listed,0.0339602682793884,0.0339620408999319,0.033961,1.7e-05,Unknown,direct,6.316950433238464e-06,True,
98310624,0.20170319668018,SHORT,47,published,0.201680225877748,0.201748082247752,0.201721,0.000593,Unknown,direct,8.82649363670888e-05,True,
26757414,0.214604619215249,SHORT,37,cross_listed,0.214404618641669,0.214496553693609,0.214447,0.00074,Unknown,direct,0.0007344632926606221,True,
140757571,0.209005769713187,SHORT,44,cross_listed,0.20919149363906,0.209230110728073,0.209206,0.000671,Unknown,direct,0.0009580132026392579,True,
70775324,0.256965148555567,SHORT,67,published,0.256888080590031,0.256899432370542,0.256894,0.000925,Unknown,direct,0.00027688017603529904,True,
167524563,0.411169600263201,SHORT,34,published,0.411417937123067,0.411518657376103,0.411434,0.00247,Unknown,direct,0.000643043008602259,True,
115052682,0.319180181330609,SHORT,32,cross_listed,0.319090770313638,0.319253100217463,0.319166,0.00163,Unknown,direct,4.44304860968091e-05,True,
45598176,0.126961954589323,SHORT,36,published,0.126978182727665,0.126985345759862,0.126982,0.000247,Unknown,direct,0.00015788517703477624,True,
47423224,0.317235689808351,SHORT,39,published,0.317661364550344,0.3176969950713,0.31768,0.00145,Unknown,direct,0.0014005681136238196,True,
157115778,0.25138288242985,SHORT,37,cross_listed,0.251159797839722,0.251315830169676,0.251239,0.001,Unknown,direct,0.0005723636727340806,True,
97760779,0.0242540882017801,ULTRA_SHORT,53,published,0.0242536116938044,0.0242539997888486,0.024254,9e-06,Unknown,direct,3.6365737340677904e-06,False,
140596513,0.0766237182642587,ULTRA_SHORT,60,cross_listed,0.076623547197931,0.0766247733120109,0.076624,0.000107,Unknown,direct,3.6768737888762138e-06,True,
38460465,0.0447882882075725,ULTRA_SHORT,53,cross_listed,0.0447845262321295,0.0447859592911111,0.044785,2.8e-05,Unknown,direct,7.34166833361801e-05,True,
198354443,0.153541372320167,SHORT,39,published,0.153429060001999,0.153436419710033,0.153433,0.000333,Unknown,direct,0.0007058183636721686,True,
